latitude,longitude
-2.298.422,-4.322.025
-2.296.546,-4.318.008
-2.296.547,-431.796
-2.297.744,-4.319.039
-2.299.347,-4.323.901
-2.296.468,-4.318.115
-2.297.142,-4.335.632
-2.295.801,-4.320.678
-2.298.229,-4.320.374
-2.298.712,-432.209
-2.298.562,-4.319.807
-2.294.136,-4.319.141
-2.296.064,-4.320.473
-2.295.328,-4.319.684
-2.298.337,-4.322.115
-2.291.014,-4.318.975
-2.297.259,-4.318.873
-2.298.515,-4.319.026
-2.299.093,-4.335.101
-2.295.944,-4.317.031
-2.296.517,-4.317.873
-229.837,-4.321.033
-2.293.964,-4.319.108
-2.294.356,-4.319.041
-2.297.596,-4.318.827
-2.300.614,-4.337.422
-2.298.142,-4.323.941
-2.292.366,-4.318.978
-2.298.668,-4.322.424
-2.298.545,-431.907
-2.296.754,-4.318.716
-229.014,-433.495
-2.298.241,-4.319.901
-2.298.402,-4.320.252
-2.297.869,-4.319.099
-2.296.433,-4.317.896
-229.733,-4.322.693
-2.291.603,-4.318.366
-2.291.709,-4.318.594
-2.292.741,-4.317.674
-2.297.942,-4.322.326
-2.292.758,-4.317.743
-2.298.399,-4.319.381
-2.297.184,-4.318.877
-2.300.267,-4.332.371
-2.300.194,-4.332.474
-2.296.569,-4.318.785
-2.298.769,-4.319.433
-2.296.394,-4.340.866
-2.298.467,-4.319.113
-2.298.453,-4.319.214
-2.297.113,-431.895
-2.293.811,-4.317.464
-2.298.478,-4.319.552
-22.979,-4.319.291
-2.297.927,-4.319.276
-2.298.352,-4.321.799
-2.295.281,-4.319.881
-2.291.379,-4.323.319
-2.292.895,-4.319.652
-2.292.349,-4.319.016
-2.297.802,-4.322.269
-2.298.587,-4.320.997
-2.293.136,-4.317.467
-2.296.367,-4.318.192
-2.298.822,-4.330.207
-2.296.807,-4.318.879
-2.298.434,-4.319.104
-2.299.163,-4.323.226
-2.293.186,-4.317.525
-2.293.262,-4.317.632
-2.299.856,-4.327.339
-2.296.643,-4.317.717
-2.294.392,-4.316.139
-2.298.439,-4.319.587
-2.291.622,-431.866
-2.293.459,-4.317.689
-2.295.418,-4.319.476
-2.299.001,-432.312
-2.298.975,-4.323.164
-2.289.898,-4.322.973
-2.292.047,-4.319.113
-2.296.719,-4.318.359
-2.296.853,-4.339.255
-2.298.556,-4.322.299
-2.296.819,-4.318.183
-2.291.724,-4.318.846
-2.296.434,-4.317.469
-2.298.662,-4.319.531
-2.296.958,-4.318.605
-2.298.353,-4.320.148
-2.297.434,-4.336.253
-2.299.738,-4.327.321
-2.300.219,-4.334.694
-2.298.602,-4.321.921
-2.293.479,-4.319.429
-2.297.181,-431.854
-2.290.732,-4.319.534
-2.295.708,-4.319.285
-2.297.052,-4.318.669
-230.171,-4.345.057
-2.296.905,-4.318.819
-2.297.618,-431.975
-2.293.401,-4.318.073
-2.297.337,-4.322.707
-2.292.747,-4.319.262
-229.978,-4.327.483
-2.298.273,-4.319.132
-229.866,-4.320.215
-2.298.352,-4.320.205
-2.298.571,-4.320.757
-2.298.002,-4.322.444
-2.296.129,-4.317.196
-2.287.835,-4.345.583
-2.298.582,-4.319.681
-229.786,-4.319.146
-2.298.481,-4.320.267
-2.299.465,-4.323.555
-2.291.461,-4.318.925
-2.298.301,-4.319.308
-2.298.333,-4.320.431
-2.291.675,-4.317.874
-2.297.613,-4.319.021
-2.298.131,-4.319.358
-2.298.507,-4.345.373
-2.298.616,-4.319.448
-2.298.575,-4.322.519
-2.291.004,-4.323.336
-2.296.655,-4.317.886
-2.297.947,-4.322.582
-230.045,-4.339.065
-2.297.408,-4.319.401
-2.293.363,-4.317.956
-2.297.462,-4.319.235
-2.295.534,-4.319.015
-2.298.386,-4.321.599
-2.298.441,-4.319.254
-2.292.033,-431.905
-2.295.475,-4.319.339
-2.293.036,-4.319.679
-2.296.478,-4.317.667
-229.637,-4.317.595
-2.300.822,-434.287
-2.292.823,-4.317.727
-2.298.315,-4.320.007
-2.296.806,-4.318.562
-2.296.711,-4.339.868
-2.297.509,-4.318.775
-2.296.241,-4.318.408
-2.296.385,-4.318.053
-2.296.622,-4.338.268
-2.292.548,-4.319.118
-2.296.487,-4.317.946
-229.684,-4.318.511
-2.296.381,-4.317.588
-2.292.159,-4.318.453
-2.297.761,-4.318.872
-230.234,-4.349.938
-2.296.897,-4.318.554
-2.298.508,-4.320.605
-2.291.329,-4.322.626
-2.296.608,-4.318.033
-2.298.574,-4.319.679
-229.121,-4.318.461
-2.298.133,-4.320.369
-2.296.255,-4.321.737
-2.291.599,-4.317.902
-2.292.375,-4.317.351
-229.766,-4.318.889
-2.298.247,-4.319.591
-2.298.543,-4.320.215
-2.298.631,-4.321.828
-229.664,-4.319.052
-2.301.386,-4.330.261
-2.298.387,-4.321.775
-2.295.066,-4.319.244
-2.296.232,-4.320.325
-2.298.802,-4.322.781
-2.295.365,-4.318.876
-2.298.346,-432.012
-2.298.245,-4.321.622
-229.826,-4.322.127
-2.291.465,-4.318.801
-2.291.848,-4.317.737
-2.296.276,-4.317.337
-2.298.328,-4.319.401
-229.858,-4.319.535
-22.987,-431.902
-229.844,-432.171
-2.300.514,-433.367
-2.298.681,-4.323.864
-2.295.744,-4.318.143
-2.298.314,-4.320.968
-2.296.579,-4.321.936
-2.298.024,-4.319.352
-2.291.529,-4.318.392
-2.298.223,-4.319.113
-2.298.394,-4.319.371
-2.296.728,-4.318.255
-2.299.233,-4.323.868
-2.298.489,-4.320.108
-2.297.337,-4.322.618
-2.297.248,-4.319.049
-2.292.326,-4.324.272
-2.298.573,-4.319.637
-2.298.038,-4.320.298
-2.297.886,-4.318.995
-2.293.351,-4.318.724
-2.298.305,-431.911
-2.297.819,-4.319.058
-2.297.146,-4.339.971
-2.297.127,-4.340.076
-2.297.037,-4.318.625
-2.295.745,-4.318.342
-2.298.284,-4.319.129
-2.291.424,-431.826
-2.297.732,-4.318.852
-229.846,-4.344.271
-2.297.584,-4.319.087
-2.297.242,-4.339.224
-2.296.706,-4.339.129
-2.301.089,-4.336.422
-2.296.709,-4.339.255
-2.300.976,-4.335.605
-2.298.644,-4.320.005
-2.297.234,-4.318.904
-2.298.459,-4.319.617
-2.298.413,-4.319.236
-2.298.375,-43.192
-2.298.262,-432.072
-2.298.424,-4.322.344
-2.291.256,-4.320.218
-2.300.972,-4.329.268
-2.291.289,-4.318.286
-229.854,-4.319.513
-2.291.414,-432.041
-2.298.425,-4.319.644
-2.296.443,-4.319.261
-2.298.334,-4.320.287
-2.292.253,-4.318.236
-2.296.323,-4.317.499
-2.292.372,-4.321.254
-2.296.599,-431.885
-2.298.448,-4.319.992
-2.297.427,-4.318.972
-2.300.563,-4.337.942
-2.296.558,-4.317.528
-2.295.041,-4.318.192
-2.293.811,-4.319.417
-2.297.201,-4.318.769
-2.297.429,-4.319.853
-2.301.142,-4.332.505
-2.297.584,-4.322.592
-2.298.405,-4.320.808
-2.291.729,-4.325.536
-2.291.489,-4.317.705
-2.291.411,-4.322.962
-2.298.431,-4.322.238
-2.298.228,-4.320.123
-2.296.071,-4.319.905
-2.296.485,-4.317.431
-2.286.326,-4.351.205
-2.298.764,-4.319.078
-2.293.479,-4.317.586
-2.298.582,-4.319.375
-2.298.635,-431.921
-2.298.516,-431.924
-2.300.726,-4.329.864
-2.298.961,-4.332.488
-2.296.225,-4.317.028
-2.298.341,-4.319.938
-2.298.486,-4.319.088
-2.300.843,-433.348
-2.300.957,-4.334.121
-2.291.961,-4.318.923
-2.291.506,-4.321.939
-2.298.271,-4.319.568
-2.295.246,-431.852
-2.301.599,-4.330.704
-2.298.535,-4.322.579
-2.297.957,-4.319.119
-2.301.996,-4.346.007
-2.296.489,-4.317.606
-2.296.626,-4.317.532
-2.298.616,-4.323.141
-2.298.547,-4.320.003
-2.298.477,-432.008
-2.298.438,-4.320.275
-2.292.435,-4.317.863
-2.298.409,-4.319.589
-2.297.596,-4.319.007
-2.297.148,-4.318.647
-2.301.392,-4.330.207
-229.861,-4.319.832
-2.298.402,-4.319.264
-229.645,-4.317.667
-2.296.418,-4.317.717
-2.296.295,-4.317.436
-2.298.748,-4.319.351
-2.298.599,-4.319.329
-22.972,-4.318.388
-2.294.378,-4.318.472
-2.297.914,-4.318.972
-2.291.366,-4.324.033
-2.297.698,-4.318.951
-2.296.323,-4.317.448
-2.298.677,-4.343.245
-2.297.072,-4.341.578
-2.299.831,-4.325.954
-2.298.429,-431.916
-2.296.544,-4.318.298
-2.291.902,-4.317.767
-2.298.637,-4.319.281
-23.014,-4.329.163
-2.301.326,-4.331.893
-2.298.025,-4.319.289
-2.290.833,-4.318.889
-229.653,-4.317.644
-2.292.494,-4.317.553
-2.297.887,-4.318.891
-2.294.942,-4.319.014
-228.779,-4.326.538
-2.296.281,-4.317.434
-2.292.908,-4.317.417
-2.300.128,-4.339.415
-2.298.072,-4.320.044
-2.294.162,-4.319.794
-2.298.562,-4.320.229
-2.279.432,-4.318.429
-2.297.787,-4.318.922
-2.296.237,-4.317.489
-229.658,-431.792
-2.297.536,-4.319.053
-2.292.049,-4.317.751
-2.295.317,-431.926
-2.292.086,-4.318.157
-2.291.859,-4.318.999
-2.295.301,-4.317.505
-2.298.554,-4.341.154
-2.298.334,-4.319.474
-2.296.307,-4.316.933
-2.298.462,-4.322.518
-2.298.091,-4.323.548
-2.291.926,-4.318.153
-2.297.387,-4.319.181
-2.298.118,-4.319.173
-2.291.819,-4.318.979
-229.533,-4.318.098
-2.296.368,-4.317.534
-2.291.967,-4.323.602
-2.291.229,-431.784
-2.297.181,-4.318.927
-2.298.116,-4.320.194
-2.291.218,-431.847
-2.297.865,-4.319.251
-2.295.553,-4.319.488
-2.300.959,-433.644
-2.298.519,-4.321.395
-2.298.709,-432.229
-2.291.364,-4.317.979
-2.291.404,-4.318.574
-229.143,-4.318.047
-229.777,-4.319.143
-2.297.831,-4.319.137
-2.298.364,-4.341.187
-2.297.365,-4.318.718
-2.279.191,-4.318.457
-2.298.566,-4.319.099
-2.297.404,-4.339.113
-2.297.093,-4.318.931
-2.298.668,-4.332.956
-2.293.821,-4.324.781
-2.291.821,-4.319.088
-2.291.332,-4.323.254
-2.292.247,-4.318.404
-2.298.316,-4.319.232
-2.291.575,-4.318.868
-2.298.682,-4.320.047
-2.292.184,-431.861
-2.298.479,-4.320.605
-2.300.307,-4.341.709
-2.295.291,-4.338.465
-2.298.543,-4.319.278
-2.298.231,-4.319.844
-2.298.684,-4.319.147
-2.291.852,-4.317.743
-2.297.432,-4.319.148
-2.297.607,-4.319.058
-2.298.264,-4.322.343
-2.298.255,-4.322.456
-2.296.714,-431.828
-2.294.501,-4.318.355
-2.295.398,-431.739
-2.295.496,-4.318.201
-2.294.601,-4.318.404
-2.298.413,-4.323.339
-2.298.388,-4.318.989
-2.298.396,-4.322.002
-2.296.265,-4.317.565
-2.297.626,-4.319.313
-2.297.675,-4.318.773
-2.296.338,-4.317.466
-2.298.074,-4.318.926
-229.646,-4.317.824
-2.296.394,-4.320.257
-2.298.041,-4.319.278
-2.296.278,-4.317.373
-2.296.824,-4.338.681
-2.293.198,-4.318.025
-2.293.147,-4.317.692
-2.296.393,-4.317.461
-2.298.486,-4.319.615
-2.296.513,-431.805
-2.298.492,-4.322.326
-2.293.412,-4.319.351
-2.297.999,-4.319.012
-2.291.527,-4.317.586
-2.298.652,-4.319.579
-2.295.174,-4.316.699
-2.297.909,-4.318.899
-2.298.268,-4.319.188
-2.298.173,-4.320.131
-2.296.565,-4.318.731
-2.296.285,-4.317.751
-229.872,-4.319.858
-2.298.074,-4.319.041
-2.298.301,-4.319.268
-229.781,-4.319.258
-229.796,-4.318.945
-229.827,-4.321.447
-2.298.238,-4.321.709
-2.291.528,-4.317.914
-2.296.399,-4.319.204
-2.297.799,-4.319.254
-229.834,-4.319.277
-2.297.984,-4.320.085
-2.291.075,-4.318.255
-2.301.228,-4.332.109
-2.295.129,-4.319.674
-2.292.774,-4.323.779
-2.290.866,-431.771
-2.298.305,-4.319.233
-2.300.754,-4.342.915
-2.298.585,-4.319.577
-2.296.756,-4.318.408
-2.300.942,-4.335.016
-2.293.298,-4.318.056
-2.294.239,-43.175
-2.298.721,-432.232
-2.293.981,-4.317.517
-2.296.422,-4.317.512
-2.298.488,-4.321.796
-2.291.841,-4.338.986
-2.294.849,-4.318.354
-2.298.644,-4.320.208
-2.291.303,-4.317.841
-2.298.336,-4.322.296
-2.296.702,-4.318.909
-2.296.592,-431.799
-2.295.234,-431.763
-2.296.512,-4.317.722
-2.301.194,-4.330.748
-2.297.581,-4.319.814
-2.294.678,-4.318.222
-2.295.616,-4.318.155
-2.292.231,-432.181
-2.298.123,-4.319.576
-2.296.763,-4.317.993
-229.829,-4.319.487
-2.297.785,-4.341.708
-2.296.976,-4.318.505
-2.301.095,-4.332.914
-2.296.926,-4.318.521
-2.298.417,-4.319.145
-2.295.611,-43.203
-2.298.608,-4.319.142
-2.298.077,-4.319.484
-2.298.011,-432.021
-229.727,-4.319.011
-2.289.842,-4.318.035
-2.300.601,-433.245
-2.297.828,-431.916
-2.298.362,-4.319.106
-2.297.483,-4.319.156
-2.296.452,-4.317.322
-2.295.359,-4.318.848
-2.296.625,-4.318.913
-2.291.603,-4.317.637
-229.627,-4.317.568
-2.296.401,-4.317.678
-2.301.042,-4.336.055
-2.297.591,-4.319.396
-2.296.302,-4.317.705
-2.298.394,-4.319.706
-2.291.745,-431.865
-2.298.092,-4.318.952
-2.298.614,-4.321.086
-2.297.543,-4.318.642
-2.296.499,-4.317.772
-2.294.709,-4.318.333
-2.296.918,-4.318.647
-2.297.676,-4.322.366
-2.297.577,-4.319.005
-2.296.297,-4.319.059
-230.099,-4.330.952
-2.295.369,-4.318.046
-2.300.456,-433.696
-2.295.337,-4.317.743
-2.300.551,-433.504
-2.296.741,-431.799
-2.297.638,-4.319.038
-2.297.649,-4.319.186
-229.659,-4.319.124
-2.291.365,-4.317.826
-2.298.367,-4.320.279
-2.300.139,-4.334.911
-2.299.186,-4.325.065
-2.298.311,-4.320.781
-2.294.696,-4.318.241
-2.307.262,-4.356.728
-2.294.717,-4.318.135
-2.297.759,-4.319.332
-2.297.978,-4.319.041
-2.292.071,-43.176
-2.296.349,-4.317.167
-2.293.358,-432.101
-2.296.269,-43.177
-2.296.365,-4.321.822
-2.299.462,-432.562
-2.297.049,-431.879
-2.296.919,-4.339.561
-2.298.509,-4.318.951
-2.294.937,-4.318.252
-2.298.111,-431.945
-2.298.631,-4.323.077
-2.298.339,-4.321.098
-2.296.733,-4.339.272
-2.298.398,-4.319.332
-2.293.907,-4.319.049
-229.777,-431.956
-2.298.491,-4.321.088
-229.353,-4.317.648
-2.297.409,-431.892
-2.296.588,-4.319.214
-2.300.779,-4.330.804
-2.296.924,-4.318.247
-2.298.134,-4.322.361
-2.291.353,-4.318.647
-2.291.378,-4.326.363
-2.295.147,-4.316.883
-2.294.779,-4.338.312
-2.296.481,-4.319.157
-2.295.593,-4.318.205
-229.872,-4.322.203
-2.294.523,-431.631
-22.939,-4.317.917
-2.293.975,-431.789
-2.298.132,-4.319.971
-2.300.994,-4.332.704
-2.298.411,-4.324.641
-2.296.614,-431.919
-2.295.214,-4.338.464
-2.302.832,-4.346.802
-229.826,-4.321.227
-22.984,-4.320.054
-2.298.157,-4.319.381
-2.298.367,-4.319.025
-2.298.364,-4.320.185
-2.295.944,-4.316.938
-2.291.544,-4.318.171
-2.297.659,-4.319.113
-2.291.547,-4.318.154
-2.291.384,-432.155
-2.296.469,-4.317.431
-2.295.254,-4.319.963
-2.297.319,-431.886
-2.297.669,-4.319.308
-2.296.547,-4.317.551
-2.293.586,-431.892
-2.296.751,-4.318.072
-2.298.446,-4.320.096
-2.297.329,-4.318.969
-2.291.899,-4.317.377
-2.297.296,-4.318.708
-2.298.248,-4.319.209
-2.297.175,-4.338.137
-2.297.641,-431.921
-2.295.514,-4.320.028
-2.297.609,-431.935
-2.298.304,-4.319.831
-2.298.588,-432.002
-2.297.781,-4.318.948
-2.296.332,-4.321.686
-2.296.712,-4.318.576
-229.729,-4.322.704
-229.737,-4.318.741
-2.301.067,-4.332.922
-2.298.067,-4.319.942
-230.222,-4.347.976
-2.298.516,-4.319.088
-2.292.586,-4.325.044
-229.808,-4.318.913
-2.296.878,-4.319.013
-2.298.393,-4.319.796
-229.825,-4.321.986
-2.296.726,-4.318.199
-2.298.523,-4.319.077
-229.782,-4.319.156
-2.292.144,-4.318.843
-2.298.534,-4.320.276
-2.290.125,-4.329.981
-2.298.228,-4.319.188
-2.291.715,-4.322.824
-22.917,-4.322.932
-2.297.784,-4.318.968
-2.291.762,-4.323.019
-2.297.667,-4.318.913
-2.290.055,-4.334.733
-2.294.023,-4.317.373
-2.296.374,-4.317.734
-2.298.574,-4.318.994
-2.292.156,-4.317.748
-2.294.769,-4.318.739
-2.301.084,-4.330.793
-2.291.965,-4.323.582
-2.297.504,-4.318.779
-229.834,-4.320.007
-2.298.665,-4.319.871
-2.300.664,-4.334.885
-2.298.467,-4.322.535
-2.292.651,-4.317.277
-2.296.282,-4.317.529
-2.289.764,-4.319.437
-2.297.184,-431.906
-229.315,-4.318.009
-2.298.302,-4.321.117
-2.293.133,-4.317.985
-2.296.381,-4.317.434
-2.301.086,-4.329.867
-2.296.588,-43.19
-2.296.528,-4.317.958
-2.298.456,-4.319.724
-2.295.462,-4.318.993
-2.291.351,-4.318.777
-2.298.338,-4.319.345
-2.296.813,-4.318.663
-2.300.821,-4.335.434
-2.291.407,-4.323.206
-229.623,-4.317.685
-2.292.854,-4.319.604
-2.291.423,-4.318.119
-2.294.559,-4.316.242
-2.297.677,-4.318.834
-2.298.313,-4.320.163
-2.296.573,-4.317.824
-2.288.802,-433.041
-2.297.993,-4.319.033
-2.296.856,-4.318.781
-229.849,-4.323.109
-2.298.218,-4.319.513
-2.298.133,-4.320.811
-2.300.592,-4.334.577
-229.815,-4.319.462
-2.300.469,-4.332.201
-2.302.892,-4.347.224
-2.296.637,-4.348.905
-2.296.324,-4.316.836
-2.299.319,-4.338.064
-2.302.331,-4.348.761
-2.298.284,-4.319.219
-2.298.522,-4.319.155
-2.298.239,-4.318.941
-2.291.627,-4.317.809
-2.298.633,-432.287
-2.298.328,-4.319.131
-2.295.784,-432.001
-2.296.582,-431.821
-2.293.047,-4.323.275
-2.292.224,-4.368.815
-2.298.455,-432.281
-2.293.886,-4.319.096
-2.297.811,-4.318.976
-2.295.656,-4.319.959
-2.296.647,-4.317.938
-229.523,-4.317.576
-2.298.347,-4.322.342
-2.298.672,-4.322.418
-2.296.529,-4.317.939
-2.298.084,-4.341.456
-2.296.559,-4.317.842
-2.292.753,-4.317.727
-2.296.631,-4.322.122
-2.293.161,-4.319.742
-2.296.872,-4.318.706
-229.844,-4.319.365
-2.296.517,-4.319.922
-2.291.283,-4.321.449
-2.296.347,-4.318.098
-2.291.594,-4.317.669
-2.296.775,-4.318.558
-2.291.334,-431.868
-2.293.091,-4.319.043
-2.297.445,-4.319.281
-2.290.127,-4.359.399
-2.297.417,-431.882
-2.298.334,-432.185
-2.294.744,-4.318.423
-229.208,-4.318.979
-2.298.456,-4.320.248
-2.298.405,-432.018
-2.292.719,-4.317.482
-2.293.668,-4.317.282
-2.298.393,-4.320.167
-2.294.296,-431.804
-2.285.088,-4.336.458
-2.297.637,-4.318.816
-2.289.917,-4.324.152
-2.291.429,-4.320.756
-2.292.246,-4.318.173
-2.298.183,-4.319.305
-2.296.345,-4.317.788
-2.291.565,-4.324.207
-2.302.856,-434.953
-2.291.484,-4.320.845
-2.301.134,-432.954
-2.292.323,-4.322.026
-2.296.144,-4.317.488
-2.293.005,-4.318.128
-229.845,-4.321.888
-2.297.482,-4.318.835
-2.300.366,-4.334.838
-2.293.822,-4.320.479
-2.292.737,-4.317.864
-2.298.352,-4.320.782
-2.301.919,-4.347.508
-2.297.984,-432.031
-2.293.764,-4.320.506
-2.299.406,-4.325.879
-2.297.797,-4.323.526
-2.296.687,-4.319.064
-2.298.421,-4.319.926
-2.300.903,-4.332.719
-2.298.084,-4.319.043
-2.298.279,-4.319.088
-2.302.349,-4.348.693
-22.978,-4.322.666
-229.838,-4.322.469
-2.291.576,-4.317.833
-2.295.459,-4.317.506
-2.297.409,-4.318.954
-2.300.012,-4.341.593
-2.301.453,-434.596
-2.296.508,-4.323.412
-2.296.682,-4.323.285
-2.298.343,-4.319.485
-229.745,-4.323.233
-2.296.797,-4.320.343
-2.292.475,-4.320.753
-2.300.857,-4.331.845
-2.296.489,-4.317.987
-230.557,-4.356.125
-2.298.492,-4.322.343
-2.299.625,-4.324.213
-2.298.454,-4.319.597
-2.301.011,-4.334.367
-2.297.484,-432.283
-2.298.318,-4.322.788
-2.298.362,-4.322.856
-2.295.661,-4.319.085
-2.296.352,-4.317.651
-2.300.373,-433.471
-2.297.267,-4.320.583
-2.300.325,-4.334.805
-2.298.072,-4.321.974
-2.299.306,-432.552
-2.293.418,-4.317.594
-2.294.236,-43.191
-2.297.662,-431.934
-2.298.453,-4.320.968
-2.290.977,-4.322.978
-2.296.964,-4.318.888
-229.848,-4.322.281
-2.296.807,-4.320.322
-2.298.332,-432.073
-2.296.745,-4.320.383
-2.293.232,-4.320.385
-2.293.734,-4.320.563
-2.294.903,-4.318.619
-2.288.105,-4.325.995
-2.298.357,-4.319.312
-2.280.794,-4.318.936
-2.294.483,-4.318.557
-2.291.488,-432.305
-2.296.342,-4.317.133
-2.296.604,-4.319.015
-2.301.619,-4.346.549
-2.291.346,-4.318.546
-2.296.191,-4.320.604
-2.295.912,-4.320.879
-2.291.095,-4.324.094
-2.297.439,-4.318.649
-2.298.729,-43.189
-2.294.475,-431.843
-22.983,-4.318.944
-2.298.795,-4.323.193
-2.296.723,-4.338.429
-2.293.524,-4.318.105
-2.293.193,-4.317.857
-2.297.851,-4.323.688
-2.297.408,-431.891
-2.292.666,-4.317.386
-2.291.724,-4.324.793
-2.296.262,-4.317.271
-2.298.424,-4.319.091
-2.298.255,-4.319.235
-2.298.289,-4.323.226
-2.296.786,-4.318.532
-2.295.563,-431.828
-229.018,-4.334.974
-2.293.328,-4.324.359
-2.298.644,-4.320.071
-2.298.541,-4.321.979
-2.292.311,-4.322.268
-2.297.286,-4.318.696
-2.293.966,-4.317.316
-2.291.548,-4.322.926
-2.297.716,-4.320.021
-2.291.441,-4.323.057
-2.298.237,-4.321.947
-2.298.165,-432.004
-2.297.053,-4.318.694
-2.297.399,-4.318.995
-2.298.553,-4.321.047
-229.632,-4.317.856
-229.303,-4.323.399
-2.292.992,-4.318.854
-2.296.657,-4.319.288
-2.293.768,-4.318.793
-2.301.117,-433.207
-2.297.808,-432.342
-2.298.459,-4.323.093
-2.296.354,-4.321.973
-2.291.887,-4.318.927
-2.300.823,-433.222
-2.299.125,-4.335.462
-229.657,-4.338.622
-2.296.196,-4.317.653
-2.291.389,-4.325.136
-2.291.419,-4.322.172
-2.300.396,-43.347
-2.300.022,-432.666
-2.300.979,-4.332.943
-2.296.242,-4.320.215
-2.296.139,-4.317.671
-2.295.935,-4.320.616
-2.298.787,-4.356.156
-2.295.477,-4.319.026
-2.297.212,-4.322.612
-2.299.769,-4.341.976
-2.301.517,-43.307
-2.296.764,-4.318.469
-2.303.022,-434.767
-2.297.604,-4.318.955
-2.297.904,-4.320.228
-2.298.613,-4.322.424
-2.292.424,-4.319.059
-2.297.947,-4.319.227
-2.298.317,-4.322.304
-2.291.722,-4.323.108
-2.296.587,-4.317.713
-2.296.102,-4.316.661
-2.295.672,-43.182
-2.291.553,-4.317.799
-2.300.031,-4.335.946
-2.301.278,-4.332.154
-2.296.577,-4.318.273
-2.297.463,-4.319.214
-229.634,-4.320.107
-2.280.126,-4.320.058
-2.291.433,-4.327.329
-2.298.333,-4.329.961
-229.839,-4.322.811
-2.291.831,-4.317.798
-2.295.724,-4.318.436
-2.300.921,-4.334.512
-2.297.157,-431.858
-2.296.636,-431.841
-2.285.197,-4.332.314
-2.295.959,-431.936
-2.298.479,-4.319.819
-2.296.481,-4.317.877
-2.296.793,-4.318.866
-2.298.171,-4.321.275
-2.297.722,-4.319.779
-2.293.736,-4.324.831
-230.108,-4.334.552
-2.292.427,-4.322.242
-2.292.241,-431.859
-2.297.135,-4.319.093
-2.303.168,-4.347.239
-2.302.829,-4.351.709
-2.295.716,-431.979
-2.298.145,-4.319.449
-2.298.146,-4.319.018
-2.298.377,-4.320.044
-229.619,-4.317.471
-2.298.148,-4.320.854
-2.295.463,-4.332.531
-2.298.618,-4.323.138
-2.296.709,-4.318.067
-2.300.747,-4.333.035
-2.298.069,-4.319.107
-2.300.896,-4.335.314
-2.296.516,-4.317.765
-2.293.857,-4.317.774
-2.295.493,-431.826
-2.293.367,-4.324.053
-2.297.543,-4.319.763
-2.298.201,-4.319.392
-2.301.067,-4.337.198
-2.297.603,-4.319.551
-2.296.406,-43.182
-2.296.218,-4.317.718
-2.301.345,-4.330.412
-2.298.729,-4.322.278
-2.292.277,-4.318.817
-22.975,-4.319.928
-2.297.757,-431.899
-2.293.968,-4.318.828
-2.298.583,-4.320.628
-2.298.319,-4.320.674
-2.298.252,-4.319.363
-2.298.257,-4.320.642
-2.297.093,-4.318.607
-229.581,-4.317.823
-2.298.244,-4.320.466
-2.295.175,-4.332.924
-2.300.478,-4.332.244
-2.292.356,-4.324.647
-2.291.421,-4.323.324
-2.298.257,-431.913
-2.293.449,-4.317.933
-2.298.827,-4.319.123
-2.297.286,-4.318.849
-2.296.276,-4.317.546
-229.324,-4.318.406
-229.842,-4.323.097
-2.291.482,-4.319.222
-2.298.281,-4.319.036
-2.294.227,-4.319.074
-2.300.959,-4.332.927
-2.298.476,-4.319.494
-229.652,-4.318.048
-2.297.518,-4.319.082
-229.843,-4.319.983
-2.291.743,-4.324.214
-2.292.323,-432.499
-2.296.282,-4.320.734
-2.298.867,-4.323.046
-2.296.623,-4.318.863
-229.734,-4.318.989
-2.291.187,-4.323.041
-2.298.458,-432.161
-2.292.684,-4.317.934
-230.086,-4.330.807
-2.296.425,-4.317.518
-2.293.145,-4.318.086
