host_response_rate,host_is_superhost,host_total_listings_count,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_business_travel_ready,cancellation_policy,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
91%,t,3.0,-22.982.259.671.014.300,-4.319.391.374.053.640,t,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Iron}",,$104.00,,,$600.00,$160.00,1,$0.00,4,90,t,67,87.0,9.0,8.0,9.0,9.0,10.0,8.0,f,strict_14_with_grace_period,f,1,1.23
,f,1.0,-2.298.499.204.075.150,-4.322.166.036.306.540,t,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials}",,"$1,142.00",,,"$1,935.00",$387.00,2,$387.00,3,90,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,f,1,0.01
70%,t,6.0,-2.296.236.348.966.090,-4.317.118.230.739.110,f,Apartment,Entire home/apt,6,1.5,3.0,5.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$375.00,,,$800.00,$200.00,6,$0.00,3,180,t,102,93.0,9.0,9.0,10.0,10.0,10.0,9.0,f,moderate,t,5,1.47
,f,1.0,-2.291.884.824.357.760,-4.318.177.606.694.150,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",,$279.00,,,"$1,000.00",$150.00,2,$75.00,3,25,t,2,100.0,10.0,9.0,9.0,10.0,8.0,9.0,f,strict_14_with_grace_period,t,1,0.03
100%,f,6.0,-2.291.548.649.595.660,-4.319.010.625.971.080,t,Boutique hotel,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Hot tub"",""Suitable for events"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}",,$221.00,,,,,1,$154.00,3,20,t,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,f,6,0.06
,f,1.0,-22.911.829.385.372.800,-4.318.336.679.716.020,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,{},,$801.00,,,,,1,$0.00,1,1125,t,0,,,,,,,,f,flexible,f,1,
100%,f,1.0,-2.298.440.066.292.010,-4.321.131.623.318.890,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}",,$813.00,,,$774.00,$232.00,4,$194.00,2,30,t,34,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,f,1,0.47
100%,t,5.0,-22.940.840.715.834.100,-4.317.201.126.241.010,f,Apartment,Entire home/apt,5,1.0,2.0,4.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Host greets you""}",,$209.00,"$1,250.00","$4,800.00","$2,000.00",$100.00,2,$48.00,4,14,t,31,92.0,9.0,9.0,10.0,9.0,9.0,9.0,f,moderate,f,5,0.57
100%,f,5.0,-22.910.430.248.556.700,-4.317.339.182.254.720,t,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,Washer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$279.00,,"$7,500.00",$600.00,$120.00,4,$140.00,3,180,t,5,96.0,10.0,10.0,10.0,10.0,8.0,10.0,f,moderate,f,5,0.12
100%,f,1.0,-22.962.123.967.719.800,-431.697.228.480.027,t,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator}",,$252.00,$500.00,"$1,500.00",,$150.00,1,$0.00,1,1825,t,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,f,1,0.07
100%,f,1.0,-22.916.158.605.368.800,-4.317.612.766.933.070,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Bed linens"",""Extra pillows and blankets""}",,$155.00,,,$880.00,,2,$44.00,3,15,t,7,94.0,9.0,10.0,10.0,10.0,8.0,8.0,f,moderate,f,1,0.1
100%,f,66.0,-2.296.655.958.570.220,-43.187.143.859.474.800,t,Apartment,Entire home/apt,6,2.5,3.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance""}",,"$1,726.00",,,"$1,000.00",$140.00,6,$80.00,3,89,t,0,,,,,,,,f,super_strict_30,f,26,
100%,t,12.0,-22.962.047.119.550.900,-4.317.680.485.104.070,t,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$166.00,,,$0.00,$0.00,4,$0.00,3,90,t,4,90.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,f,12,0.07
90%,f,3.0,-2.293.273.400.608.120,-431.810.077.033.131,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",Bathtub,""Children’s books and toys"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Host greets you"",""Handheld shower head""}",,$302.00,,,$723.00,$150.00,2,$100.00,3,40,t,3,90.0,10.0,8.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,f,2,0.06
100%,t,2.0,-22.977.591.606.037.800,-4.318.928.432.115.580,t,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Cleaning before checkout"",""Host greets you"",Beachfront}",,$151.00,,"$4,800.00",$500.00,$149.00,2,$20.00,3,1000,t,53,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,t,2,0.75
100%,f,2.0,-2.297.424.218.696.490,-432.277.648.963.629,t,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Gym,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$101.00,,,$0.00,$100.00,1,$85.00,6,360,t,8,90.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,f,2,0.11
100%,f,1.0,-22.983.025.214.963.700,-43.191.867.798.438,t,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",,$182.00,"$2,500.00",,,,1,$0.00,2,1125,t,101,90.0,9.0,9.0,10.0,9.0,10.0,9.0,f,strict_14_with_grace_period,f,1,1.4
70%,f,2.0,-2.295.763.139.041.680,-43.204.487.099.091.100,t,Apartment,Entire home/apt,6,3.0,2.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",""Lake access""}",,$526.00,,,"$1,500.00",$350.00,1,$0.00,2,365,t,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,f,2,0.06
,f,2.0,-2.294.804.482.170.530,-4.318.471.811.058.470,t,Apartment,Entire home/apt,3,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,Iron,""Laptop friendly workspace""}",,$929.00,,,"$5,805.00",$174.00,3,$0.00,5,14,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,f,2,0.02
,f,1.0,-22.942.400.530.374.100,-4.319.298.284.172.150,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{""Cable TV"",Wifi,Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}",,$399.00,"$2,400.00",,"$1,500.00",$150.00,1,$250.00,7,14,t,0,,,,,,,,f,moderate,f,1,
100%,f,3.0,-2.297.643.937.505.440,-4.323.103.026.267.390,t,Apartment,Entire home/apt,6,2.0,3.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$902.00,,"$8,900.00","$1,500.00",$150.00,4,$120.00,5,365,t,10,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,f,2,0.18
100%,f,1.0,-22.986.832.327.407.600,-4.321.120.698.488.220,t,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$503.00,,,"$1,161.00",$194.00,2,$387.00,3,30,t,40,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,f,1,0.55
100%,f,1.0,-2.284.074.614.729.650,-4.332.617.542.919.560,t,Apartment,Entire home/apt,2,1.0,2.0,1.0,Pull-out Sofa,"{""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Suitable for events"",Washer}",,$62.00,,,,,1,$0.00,4,1125,t,0,,,,,,,,f,flexible,f,1,
100%,t,4.0,-22.982.011.183.426.600,-43.194.706.840.690.800,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront,""Paid parking on premises""}",,$101.00,,,$0.00,$100.00,2,$0.00,3,1125,t,2,90.0,9.0,9.0,9.0,9.0,9.0,8.0,f,moderate,f,4,0.04
0%,f,1.0,-23.008.136.978.502.200,-4.342.854.774.993.260,t,Apartment,Entire home/apt,5,1.0,2.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Safety card"",""Fire extinguisher"",""24-hour check-in"",Hangers,""Hair dryer"",Iron}",,$201.00,,,,,1,$100.00,3,30,t,0,,,,,,,,f,strict_14_with_grace_period,f,1,
100%,t,6.0,-22.984.567.115.685.200,-4.320.041.768.477.980,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you"",""Full kitchen""}",,$232.00,"$2,322.00","$7,740.00",$0.00,$116.00,2,$39.00,4,365,t,129,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,f,6,1.82
100%,f,5.0,-22.977.655.819.748.300,-4.319.341.678.035.390,t,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Host greets you""}",,$101.00,,,$700.00,$150.00,2,$80.00,3,10,t,3,87.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,t,4,0.05
100%,f,53.0,-22.970.112.700.305.000,-4.318.822.162.768.540,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}",,$143.00,"$1,890.00","$4,950.00",$600.00,$130.00,3,$80.00,4,90,t,110,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,f,49,1.55
,f,1.0,-22.982.785.065.318.600,-4.321.996.326.842.260,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer}",,$998.00,,,"$3,000.00",$200.00,1,$0.00,7,14,t,0,,,,,,,,f,moderate,f,1,
100%,f,60.0,-22.984.204.201.948.100,-4.321.119.930.135.800,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$252.00,,,"$1,935.00",$194.00,3,$58.00,1,1125,t,3,100.0,9.0,10.0,9.0,9.0,10.0,8.0,f,strict_14_with_grace_period,f,57,0.04
78%,f,3.0,-22.984.517.246.599.500,-4.319.390.505.213.840,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}",,$449.00,,,$550.00,$100.00,1,$0.00,4,10,t,2,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,f,3,0.03
100%,f,2.0,-2.298.597.538.331.620,-43.197.399.258.142.400,t,Apartment,Entire home/apt,2,2.0,0.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Table corner guards"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}",,$217.00,,,$440.00,$194.00,1,$0.00,3,60,t,55,91.0,9.0,8.0,9.0,9.0,10.0,9.0,f,strict_14_with_grace_period,f,2,0.77
95%,f,7.0,-2.296.447.367.211.870,-4.319.010.783.588.070,t,Apartment,Entire home/apt,8,1.0,2.0,6.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Family/kid friendly"",Washer,Essentials,""Hot water"",Other}",,$252.00,"$1,750.00","$5,250.00","$1,000.00",$150.00,1,$0.00,1,180,t,0,,,,,,,,f,strict_14_with_grace_period,f,5,
98%,f,10.0,-22.982.063.624.902.100,-4.318.994.044.556.550,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Hair dryer"",Iron}",,$163.00,,,$600.00,$140.00,2,$38.00,3,365,t,15,86.0,9.0,9.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,f,10,0.28
100%,f,2.0,-2.295.423.184.347.810,-4.319.316.854.383.660,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,""First aid kit"",Essentials}",,$244.00,,,$500.00,$90.00,1,$0.00,3,14,t,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,f,2,0.03
,f,1.0,-2.293.750.389.211.930,-43.192.153.681.778.800,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Elevator,Essentials,Shampoo,Hangers,""Hair dryer"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$166.00,,,,$100.00,1,$50.00,3,90,t,0,,,,,,,,f,flexible,f,1,
97%,f,56.0,-22.985.426.686.675.700,-4.320.643.998.325.730,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Air conditioning""}",,$310.00,,,,,1,$0.00,1,1125,t,0,,,,,,,,f,strict_14_with_grace_period,f,55,
97%,f,56.0,-22.985.927.680.044.200,-4.320.538.815.147.590,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Air conditioning""}",,$310.00,,,"$1,548.00",,1,$0.00,3,1125,t,8,93.0,9.0,9.0,9.0,9.0,10.0,9.0,f,strict_14_with_grace_period,f,55,0.11
100%,f,1.0,-22.963.769.091.908.300,-4.317.862.530.656.660,t,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Wide clearance to shower, toilet"",""Host greets you"",Beachfront,""Fixed grab bars for shower"",""Roll-in shower""}",,$132.00,,"$1,239.00",$600.00,$150.00,4,$20.00,3,365,t,65,97.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,t,1,0.9
97%,f,56.0,-2.298.610.699.145.280,-4.320.631.239.213.000,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Air conditioning""}",,$503.00,,,,,1,$0.00,1,1125,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,55,0.01
,f,1.0,-22.952.930.928.194.300,-4.319.250.846.608.500,t,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""24-hour check-in""}",,$74.00,,,,$85.00,1,$25.00,1,365,t,23,88.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,f,1,0.32
97%,f,56.0,-2.298.617.538.152.380,-43.206.372.798.874.500,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Hangers,Iron,""Self check-in"",""Building staff"",""Hot water"",""Long term stays allowed""}",,$271.00,,,,,1,$0.00,2,1125,t,3,93.0,9.0,9.0,10.0,9.0,10.0,8.0,f,strict_14_with_grace_period,f,55,0.04
100%,t,1.0,-22.981.182.786.299.700,-4.319.588.611.752.550,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Essentials,""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",,$174.00,"$1,931.00","$7,736.00",$581.00,$310.00,2,$39.00,3,150,t,59,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,t,1,0.81
,f,2.0,-22.984.787.167.944.900,-43.227.291.760.621.100,f,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo}",,$658.00,,,$774.00,$194.00,2,$232.00,4,365,t,11,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,t,2,0.15
